frq I Q
4104 -3343.75 1612.28
131328 6521.97 1661.94
131328 5217.57 2727.97
4104 1410.33 291.34
4104 -1681.81 -807.8
131328 2886.88 3363.61
131328 6101.51 3459.62
4104 -4850.09 1486.48
4104 -4187.96 -612.47
131328 9388.98 6637.84
131328 1933.42 4214.45
131328 7303.28 4843.47
4104 -4403.15 2016.18
4104 -1582.49 -2665.07
131328 2363.8 -751.52
131328 725.03 -794.55
4104 -605.85 1344.12
4104 -854.15 198.64
131328 2910.05 8130.94
4104 -1367.3 3827.1
131328 -612.47 7230.44
4104 -3360.3 5379.79
131328 1549.38 4058.85
4104 -5161.29 364.17
131328 -3651.64 4956.03
131328 -4790.5 5644.65
4104 -2724.66 493.29
131328 3641.71 1287.84
4104 -6101.51 -3360.3
131328 -3171.6 2380.35
4104 -4191.27 -4466.06
4104 -4475.99 -2482.98
131328 -1946.66 4757.39
4104 -3794.0 1046.16
131328 -1860.58 10021.31
4104 -3181.53 -4171.41
131328 -2340.62 7031.8
131328 -2492.91 6568.31
4104 -4727.6 3492.73
4104 -473.42 -917.05
131328 248.3 1668.56
4104 -1079.27 -519.77
131328 -1562.62 4389.91
131328 -3456.31 4989.14
4104 -1820.85 -1244.8
4104 33.11 -16.55
131328 -4313.77 6141.24
4104 -5684.37 2578.99
131328 1248.11 7084.77
131328 -1224.94 946.84
4104 -7452.26 -3784.06
4104 -1618.9 1347.43
131328 -1519.58 4823.61
4104 -10054.42 2466.43
131328 -2423.39 4575.31
131328 -175.46 4734.22
4104 -3310.64 513.15
4104 -4661.38 -1867.2
131328 -2893.5 8779.82
4104 1264.67 -218.5
131328 -615.78 8299.78
4104 -1479.86 2966.34
4104 -1529.52 29.8
131328 738.27 1638.77
131328 -1546.07 5128.18
131328 59.59 3138.49
4104 -5293.72 3121.94
4104 -4972.58 -2691.55
131328 1751.33 4783.88
131328 288.03 2191.65
4104 -3466.24 764.76
4104 -2969.65 1052.78
131328 -1645.39 8889.07
131328 -261.54 1264.67
4104 -989.88 -3853.59
131328 -3221.25 -2105.57
4104 -5340.07 4134.99
4104 -5763.83 -1691.74
131328 -1724.84 3565.56
131328 1827.47 2853.77
4104 -8084.59 -3499.35
4104 -324.44 2688.24
131328 -26.49 -672.06
131328 2254.55 1539.45
4104 -7885.95 62.9
4104 -3108.69 -857.46
131328 96.01 8177.29
131328 -437.0 681.99
4104 -1542.76 -2264.48
4104 -3267.6 102.63
4104 -4694.49 708.48
131328 -913.74 3059.03
131328 1463.3 5542.02
131328 1244.8 6502.1
4104 -2704.79 1327.57
4104 344.31 860.77
131328 -2800.8 1658.63
4104 -2237.99 -734.96
131328 -5515.53 1403.71
4104 -3823.79 1099.13
131328 -864.08 5005.69
131328 -36.42 7548.26
4104 -1155.41 -5482.42
4104 -2274.41 -1959.9
131328 -6776.88 3780.75
131328 -400.59 4615.04
4104 -1119.0 2237.99
131328 4277.35 1787.75
4104 -3.31 -2598.85
4104 -7823.05 1532.83
131328 112.56 2956.4
131328 2105.57 3969.46
4104 -2916.68 -549.57
131328 989.88 10266.3
131328 -2138.67 2204.89
4104 973.33 -6353.12
4104 -1857.27 -2098.95
131328 652.2 5323.51
131328 -2555.82 7799.87
4104 -5237.44 -327.75
4104 -3264.29 970.02
131328 2823.98 6704.05
131328 2360.49 804.49
4104 -1897.0 1953.28
131328 -2363.8 3611.91
4104 -6617.97 2168.47
131328 2310.83 11981.21
