frq,I,Q,Mdiv,Ref,dac,Kdiv,I_offset,Q_offset,Z_real,Z_imag,Z_mag,Z_angle
4104.0,5020.0,4425.0,1082130432,32768,128,32,5894.231292517006,4382.319727891157,125.6999797117056,-32.73037769565239,129.89134891755978,-14.594871457839456
4104.0,7489.0,4757.0,1082130432,32768,128,32,8363.231292517006,4714.319727891157,157.6738017207305,-62.99561521443755,169.79244766865725,-21.778254107741237
4104.0,4722.0,5091.0,1082130432,32768,128,32,5596.231292517006,5048.319727891157,131.5513215683084,-21.303884274760726,133.26517058691996,-9.198819914291187
4104.0,6512.0,8195.0,1082130432,32768,128,32,7386.231292517006,8152.319727891157,194.1105283483031,-11.721974957091646,194.46414042838867,-3.4557892102394607
4104.0,6058.0,8675.0,1082130432,32768,128,32,6932.231292517006,8632.319727891156,195.67211941960687,-0.20006117008306035,195.67222169391513,-0.058580940043944874
4104.0,7585.0,6402.0,1082130432,32768,128,32,8459.231292517006,6359.319727891157,181.36287571912493,-46.20367890262297,187.1557443234042,-14.292542580312254
4104.0,5364.0,6556.0,1082130432,32768,128,32,6238.231292517006,6513.319727891157,158.82592587925444,-13.994918720179797,159.4413135965295,-5.0356019680032995
4104.0,6978.0,6101.0,1082130432,32768,128,32,7852.231292517006,6058.319727891157,170.48508764055077,-41.178288006202834,175.38761789512984,-13.578918058727153
4104.0,4399.0,7008.0,1082130432,32768,128,32,5273.231292517006,6965.319727891157,154.3299271998794,4.239114957577243,154.38813595980628,1.5733976170206443
4104.0,6859.0,5261.0,1082130432,32768,128,32,7733.231292517006,5218.319727891157,157.61171914899074,-48.7914889097265,164.99110098162353,-17.20083325667981
4104.0,3057.0,6708.0,1082130432,32768,128,32,3931.2312925170068,6665.319727891157,135.30680127746572,19.373335890228923,136.68670972503227,8.148274767373628
4104.0,7667.0,5229.0,1082130432,32768,128,32,8541.231292517006,5186.319727891157,166.14107808806756,-60.24453013742946,176.7265153839259,-19.931185683136864
4104.0,6604.0,5606.0,1082130432,32768,128,32,7478.231292517006,5563.319727891157,159.52573879041512,-41.489842379370536,164.83284975177966,-14.578640146319167
